,Association,Dx Name,Mx Name,Prevalence,Import,LR (+),LR (-)
572,"188, 1595",GASTRIC LYMPHOMA,GLUCOSE PLASMA FASTING LESS THAN 45,1e-05,3,1010.0909090861431,0.9900098011950438
573,"188, 3690",GASTRIC LYMPHOMA,STOMACH ACIDITY AFTER PENTAGASTRIN PH GTR THAN 6,1e-05,3,1010.0909090906741,0.9000891097129587
574,"188, 3696",GASTRIC LYMPHOMA,STOMACH ASPIRATE MALIGNANT NEOPLASTIC CELL <S>,1e-05,5,11110.999999960035,0.900008100153903
575,"188, 3698",GASTRIC LYMPHOMA,STOMACH ASPIRATE GROSS BLOOD,1e-05,3,1010.0909090906741,0.9000891097129587
576,"188, 3703",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL FILLING DEFECT,1e-05,4,11110.999999987447,0.5000225012375681
577,"188, 3706",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL GASTRIC WALL RIGID,1e-05,4,11110.999999960035,0.900008100153903
578,"188, 3713",GASTRIC LYMPHOMA,STOMACH BARIUM MEAL ULCER CRATER <S> DEEP,1e-05,4,11110.999999987447,0.5000225012375681
579,"188, 3722",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY GASTRIC WALL RIGID,1e-05,4,11110.999999960035,0.900008100153903
580,"188, 3725",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY MASS,1e-05,4,11110.999999987447,0.5000225012375681
581,"188, 3728",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-05,3,11110.999999987447,0.5000225012375681
582,"188, 54",GASTRIC LYMPHOMA,ABDOMEN MASS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-05,4,1010.0909090861431,0.9900098011950438
583,"188, 3496",GASTRIC LYMPHOMA,SKIN TEST BATTERY NON REACTIVE,1e-05,3,1010.0909090906741,0.9000891097129587
584,"188, 3717",GASTRIC LYMPHOMA,STOMACH ENDOSCOPY BIOPSY LYMPHOMA,1e-05,5,inf,0.25
585,"616, 59",ANISAKIASIS,ABDOMEN PAIN EPIGASTRIUM RECURRENT ATTACK <S> HX,1e-06,2,10101.000000011058,0.5000247512499381
586,"616, 198",ANISAKIASIS,AGE 16 TO 25,1e-06,3,,
587,"616, 199",ANISAKIASIS,AGE 26 TO 55,1e-06,3,,
588,"616, 200",ANISAKIASIS,AGE GTR THAN 55,1e-06,3,,
589,"616, 3304",ANISAKIASIS,SEX FEMALE,1e-06,3,,
590,"616, 3305",ANISAKIASIS,SEX MALE,1e-06,3,,
591,"616, 58",ANISAKIASIS,ABDOMEN PAIN EPIGASTRIUM,1e-06,3,10101.000000011058,0.5000247512499381
592,"616, 75",ANISAKIASIS,ABDOMEN PAIN NON COLICKY,1e-06,3,10101.000000011058,0.5000247512499381
593,"616, 78",ANISAKIASIS,ABDOMEN PAIN PRESENT,1e-06,2,,
594,"616, 88",ANISAKIASIS,ABDOMEN PAIN RIGHT LOWER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
595,"616, 89",ANISAKIASIS,ABDOMEN PAIN RIGHT UPPER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
596,"616, 4022",ANISAKIASIS,VOMITING RECENT,1e-06,2,,
597,"616, 102",ANISAKIASIS,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-06,3,10101.000000033713,0.90000891009712
598,"616, 108",ANISAKIASIS,ABDOMEN TENDERNESS PRESENT,1e-06,2,,
599,"616, 1512",ANISAKIASIS,FECES GUAIAC TEST POSITIVE,1e-06,3,10101.000000011058,0.5000247512499381
600,"616, 3711",ANISAKIASIS,STOMACH BARIUM MEAL RUGAE ENLARGED,1e-06,3,10101.000000033713,0.90000891009712
601,"616, 55",ANISAKIASIS,ABDOMEN PAIN ACUTE,1e-06,3,10100.999999995955,0.2500185638969333
602,"616, 73",ANISAKIASIS,ABDOMEN PAIN LEFT LOWER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
603,"616, 74",ANISAKIASIS,ABDOMEN PAIN LEFT UPPER QUADRANT,1e-06,3,10101.000000033713,0.90000891009712
604,"616, 32",ANISAKIASIS,ABDOMEN DISTENTION,1e-06,2,10101.000000373542,0.9900009801019504
605,"616, 43",ANISAKIASIS,ABDOMEN MASS <ES> PRESENT <NON HEPATOSPLENIC>,1e-06,4,10101.000000373542,0.9900009801019504
606,"616, 105",ANISAKIASIS,ABDOMEN TENDERNESS LEFT LOWER QUADRANT,1e-06,3,10101.000000373542,0.9900009801019504
607,"616, 110",ANISAKIASIS,ABDOMEN TENDERNESS REBOUND LOCALIZED,1e-06,3,10101.000000033713,0.90000891009712
608,"616, 111",ANISAKIASIS,ABDOMEN TENDERNESS RIGHT LOWER QUADRANT,1e-06,3,10101.000000373542,0.9900009801019504
609,"616, 112",ANISAKIASIS,ABDOMEN TENDERNESS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-06,3,10101.000000373542,0.9900009801019504
610,"616, 1531",ANISAKIASIS,FEVER,1e-06,4,,
611,"616, 4026",ANISAKIASIS,WBC 4000 TO 13900 PERCENT NEUTROPHIL <S> INCREASED,1e-06,2,,
612,"616, 4033",ANISAKIASIS,WBC EOSINOPHIL <S> GTR THAN 400,1e-06,2,10101.000000033713,0.90000891009712
613,"616, 57",ANISAKIASIS,ABDOMEN PAIN COLICKY,1e-06,3,10101.000000033713,0.90000891009712
614,"616, 3703",ANISAKIASIS,STOMACH BARIUM MEAL FILLING DEFECT,1e-06,4,10101.000000373542,0.9900009801019504
615,"616, 3725",ANISAKIASIS,STOMACH ENDOSCOPY MASS,1e-06,4,10101.000000033713,0.90000891009712
616,"616, 3728",ANISAKIASIS,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-06,3,10101.000000033713,0.90000891009712
617,"616, 54",ANISAKIASIS,ABDOMEN MASS RIGHT UPPER QUADRANT <NON HEPATIC>,1e-06,4,10101.000000373542,0.9900009801019504
618,"616, 4494",ANISAKIASIS,DIET RAW FISH INGESTION RECENT HX,1e-06,2,10100.999999995955,0.2500185638969333
619,"616, 4495",ANISAKIASIS,ONSET WINTER OR SPRING SEASON,1e-06,1,,
620,"616, 4496",ANISAKIASIS,PASSAGE OF WHITE ROUNDWORM <S> FROM MOUTH AND/OR NARES HX,1e-06,3,10101.000000373542,0.9900009801019504
621,"616, 1150",ANISAKIASIS,DIARRHEA ACUTE,1e-06,2,10101.000000373542,0.9900009801019504
622,"616, 1154",ANISAKIASIS,DIARRHEA INTERMITTENT,1e-06,3,10101.000000373542,0.9900009801019504
623,"616, 53",ANISAKIASIS,ABDOMEN MASS RIGHT LOWER QUADRANT,1e-06,5,10101.000000373542,0.9900009801019504
624,"616, 1050",ANISAKIASIS,COUGH,1e-06,2,10101.000000373542,0.9900009801019504
625,"616, 3501",ANISAKIASIS,SKIN URTICARIA,1e-06,2,10101.000000373542,0.9900009801019504
626,"616, 980",ANISAKIASIS,COLON BARIUM ENEMA FILLING DEFECT ILEOCECAL VALVE AREA,1e-06,3,10101.000000033713,0.90000891009712
627,"616, 982",ANISAKIASIS,COLON BARIUM ENEMA FILLING DEFECT RIGHT COLON <NON ILEOCECAL>,1e-06,4,10101.000000373542,0.9900009801019504
628,"616, 985",ANISAKIASIS,COLON BARIUM ENEMA INTERNAL MARGIN <S> IRREGULAR,1e-06,3,10101.000000373542,0.9900009801019504
629,"616, 998",ANISAKIASIS,COLON BARIUM ENEMA THUMBPRINTING,1e-06,3,10101.000000373542,0.9900009801019504
630,"616, 1001",ANISAKIASIS,COLON BARIUM ENEMA WALL THICKENED,1e-06,3,10101.000000373542,0.9900009801019504
631,"616, 1960",ANISAKIASIS,IMMUNOELECTROPHORESIS SERUM IGE INCREASED,1e-06,3,10101.000000033713,0.90000891009712
632,"616, 2013",ANISAKIASIS,INTESTINE BARIUM MEAL WALL <S> THICKENED,1e-06,3,10101.000000033713,0.90000891009712
633,"616, 4498",ANISAKIASIS,ANTIBODY ANISAKIS POSITIVE BY MONOCLONAL ANTIBODY,1e-06,4,2999997.0039798934,0.900000030000031
634,"616, 4499",ANISAKIASIS,STOMACH ENDOSCOPY BIOPSY ANISAKIS LARVAE PRESENT,1e-06,5,8999990.981963718,0.9000000100000102
635,"616, 3718",ANISAKIASIS,STOMACH ENDOSCOPY BIOPSY MUCOSA INFILTRATION WITH EOSINOPHIL <S>,1e-06,5,10100.999999995955,0.2500185638969333
636,"192, 198",GASTROINTESTINAL SARCOIDOSIS,AGE 16 TO 25,1e-05,3,,
637,"192, 199",GASTROINTESTINAL SARCOIDOSIS,AGE 26 TO 55,1e-05,3,,
638,"192, 200",GASTROINTESTINAL SARCOIDOSIS,AGE GTR THAN 55,1e-05,3,,
639,"192, 1889",GASTROINTESTINAL SARCOIDOSIS,HEMATEMESIS HX,1e-05,3,1010.0909090906741,0.9000891097129587
640,"192, 3304",GASTROINTESTINAL SARCOIDOSIS,SEX FEMALE,1e-05,3,,
641,"192, 3305",GASTROINTESTINAL SARCOIDOSIS,SEX MALE,1e-05,3,,
642,"192, 4061",GASTROINTESTINAL SARCOIDOSIS,WEIGHT LOSS GTR THAN 10 PERCENT,1e-05,3,,
643,"192, 56",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN CHRONIC,1e-05,3,1010.0909090909007,0.5002476250506506
644,"192, 58",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN EPIGASTRIUM,1e-05,3,1010.0909090909007,0.5002476250506506
645,"192, 60",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN EPIGASTRIUM RELIEVED BY ANTACID,1e-05,2,1010.0909090906741,0.9000891097129587
646,"192, 75",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN NON COLICKY,1e-05,3,1010.0909090906741,0.9000891097129587
647,"192, 76",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN ONSET GTR THAN 1 HOUR POSTPRANDIAL,1e-05,3,1010.0909090861431,0.9900098011950438
648,"192, 78",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN PRESENT,1e-05,2,,
649,"192, 248",GASTROINTESTINAL SARCOIDOSIS,ANOREXIA,1e-05,1,,
650,"192, 4022",GASTROINTESTINAL SARCOIDOSIS,VOMITING RECENT,1e-05,2,,
651,"192, 102",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-05,3,1010.0909090906741,0.9000891097129587
652,"192, 108",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN TENDERNESS PRESENT,1e-05,2,,
653,"192, 1512",GASTROINTESTINAL SARCOIDOSIS,FECES GUAIAC TEST POSITIVE,1e-05,3,1010.0909090909007,0.5002476250506506
654,"192, 1172",GASTROINTESTINAL SARCOIDOSIS,DUODENAL BULB BARIUM MEAL DEFORMITY,1e-05,2,1010.0909090906741,0.9000891097129587
655,"192, 3699",GASTROINTESTINAL SARCOIDOSIS,STOMACH BARIUM MEAL DEFORMITY ANTRUM,1e-05,4,1010.0909090909007,0.5002476250506506
656,"192, 3711",GASTROINTESTINAL SARCOIDOSIS,STOMACH BARIUM MEAL RUGAE ENLARGED,1e-05,3,1010.0909090906741,0.9000891097129587
657,"192, 3712",GASTROINTESTINAL SARCOIDOSIS,STOMACH BARIUM MEAL ULCER CRATER <S>,1e-05,4,1010.0909090906741,0.9000891097129587
658,"192, 63",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN EPIGASTRIUM UNRELIEVED BY ANTACID,1e-05,3,1010.0909090906741,0.9000891097129587
659,"192, 68",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN EXACERBATION WITH FOOD,1e-05,2,1010.0909090861431,0.9900098011950438
660,"192, 74",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN LEFT UPPER QUADRANT,1e-05,3,1010.0909090861431,0.9900098011950438
661,"192, 32",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN DISTENTION,1e-05,2,1010.0909090906741,0.9000891097129587
662,"192, 106",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN TENDERNESS LEFT UPPER QUADRANT,1e-05,3,1010.0909090861431,0.9900098011950438
663,"192, 1531",GASTROINTESTINAL SARCOIDOSIS,FEVER,1e-05,4,,
664,"192, 3448",GASTROINTESTINAL SARCOIDOSIS,SKIN PALLOR GENERALIZED,1e-05,2,,
665,"192, 3762",GASTROINTESTINAL SARCOIDOSIS,TACHYCARDIA,1e-05,1,,
666,"192, 1254",GASTROINTESTINAL SARCOIDOSIS,EKG SINUS TACHYCARDIA,1e-05,1,,
667,"192, 1891",GASTROINTESTINAL SARCOIDOSIS,HEMATOCRIT BLOOD LESS THAN 35,1e-05,3,1010.0909090909007,0.5002476250506506
668,"192, 1897",GASTROINTESTINAL SARCOIDOSIS,HEMOGLOBIN BLOOD LESS THAN 12,1e-05,3,1010.0909090909007,0.5002476250506506
669,"192, 4025",GASTROINTESTINAL SARCOIDOSIS,WBC 14000 TO 30000,1e-05,3,,
670,"192, 4026",GASTROINTESTINAL SARCOIDOSIS,WBC 4000 TO 13900 PERCENT NEUTROPHIL <S> INCREASED,1e-05,2,,
671,"192, 1892",GASTROINTESTINAL SARCOIDOSIS,HEMATOCRIT BLOOD RAPID DECREASE,1e-05,5,1010.0909090906741,0.9000891097129587
672,"192, 57",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN PAIN COLICKY,1e-05,3,1010.0909090906741,0.9000891097129587
673,"192, 1887",GASTROINTESTINAL SARCOIDOSIS,HEMATEMESIS AFTER FORCEFUL VOMITING,1e-05,4,1010.0909090861431,0.9900098011950438
674,"192, 1904",GASTROINTESTINAL SARCOIDOSIS,HEMORRHAGE GASTROINTESTINAL ACUTE RECENT HX,1e-05,3,1010.0909090909007,0.5002476250506506
675,"192, 3127",GASTROINTESTINAL SARCOIDOSIS,RACE BLACK <NEGRO>,1e-05,2,,
676,"192, 1192",GASTROINTESTINAL SARCOIDOSIS,DYSPHAGIA SOLID <S>,1e-05,3,1010.0909090906741,0.9000891097129587
677,"192, 1021",GASTROINTESTINAL SARCOIDOSIS,CONJUNCTIVA AND/OR MOUTH PALLOR,1e-05,2,1010.0909090906741,0.9000891097129587
678,"192, 1280",GASTROINTESTINAL SARCOIDOSIS,EMACIATION,1e-05,3,,
679,"192, 1495",GASTROINTESTINAL SARCOIDOSIS,FECES BLACK TARRY,1e-05,4,1010.0909090906741,0.9000891097129587
680,"192, 1888",GASTROINTESTINAL SARCOIDOSIS,HEMATEMESIS GROSS,1e-05,4,1010.0909090909007,0.5002476250506506
681,"192, 742",GASTROINTESTINAL SARCOIDOSIS,CALCIUM SERUM INCREASED,1e-05,4,1010.0909090906741,0.9000891097129587
682,"192, 3690",GASTROINTESTINAL SARCOIDOSIS,STOMACH ACIDITY AFTER PENTAGASTRIN PH GTR THAN 6,1e-05,3,1010.0909090909007,0.5002476250506506
683,"192, 3706",GASTROINTESTINAL SARCOIDOSIS,STOMACH BARIUM MEAL GASTRIC WALL RIGID,1e-05,4,1010.0909090906741,0.9000891097129587
684,"192, 3713",GASTROINTESTINAL SARCOIDOSIS,STOMACH BARIUM MEAL ULCER CRATER <S> DEEP,1e-05,4,1010.0909090906741,0.9000891097129587
685,"192, 3728",GASTROINTESTINAL SARCOIDOSIS,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-05,3,1010.0909090906741,0.9000891097129587
686,"192, 1152",GASTROINTESTINAL SARCOIDOSIS,DIARRHEA CHRONIC,1e-05,3,1010.0909090906741,0.9000891097129587
687,"192, 3010",GASTROINTESTINAL SARCOIDOSIS,POLYDIPSIA HX,1e-05,2,1010.0909090861431,0.9900098011950438
688,"192, 3013",GASTROINTESTINAL SARCOIDOSIS,POLYURIA HX,1e-05,2,1010.0909090906741,0.9000891097129587
689,"192, 103",GASTROINTESTINAL SARCOIDOSIS,ABDOMEN TENDERNESS GENERALIZED,1e-05,3,1010.0909090861431,0.9900098011950438
690,"192, 1540",GASTROINTESTINAL SARCOIDOSIS,FINGER <S> CLUBBED,1e-05,4,1010.0909090861431,0.9900098011950438
691,"192, 875",GASTROINTESTINAL SARCOIDOSIS,CHEST XRAY ESOPHAGUS AIR FLUID LEVEL <S>,1e-05,5,1010.0909090861431,0.9900098011950438
692,"192, 3920",GASTROINTESTINAL SARCOIDOSIS,UREA NITROGEN SERUM 30 TO 59,1e-05,3,1010.0909090906741,0.9000891097129587
693,"192, 989",GASTROINTESTINAL SARCOIDOSIS,COLON BARIUM ENEMA MULTIPLE NODULAR FILLING DEFECT <S>,1e-05,4,1010.0909090861431,0.9900098011950438
694,"192, 1326",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM MEAL DILATATION,1e-05,5,1010.0909090861431,0.9900098011950438
695,"192, 1329",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM MEAL DISTAL NARROWING,1e-05,4,1010.0909090906741,0.9000891097129587
696,"192, 1333",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM MEAL INTRINSIC FILLING DEFECT,1e-05,4,1010.0909090906741,0.9000891097129587
697,"192, 1336",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM MEAL PERISTALSIS DECREASED,1e-05,3,1010.0909090861431,0.9900098011950438
698,"192, 1338",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM MEAL STRICTURE,1e-05,4,1010.0909090906741,0.9000891097129587
699,"192, 1341",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGUS BARIUM SWALLOW ABNORMAL,1e-05,3,1010.0909090906741,0.9000891097129587
700,"192, 2001",GASTROINTESTINAL SARCOIDOSIS,INTESTINE BARIUM MEAL FRAGMENTATION AND/OR MOULAGE SIGN,1e-05,3,1010.0909090906741,0.9000891097129587
701,"192, 2003",GASTROINTESTINAL SARCOIDOSIS,INTESTINE BARIUM MEAL MUCOSAL FOLDS THICK,1e-05,3,1010.0909090906741,0.9000891097129587
702,"192, 2004",GASTROINTESTINAL SARCOIDOSIS,INTESTINE BARIUM MEAL NODULAR FILLING DEFECT <S>,1e-05,4,1010.0909090861431,0.9900098011950438
703,"192, 3188",GASTROINTESTINAL SARCOIDOSIS,RECTUM BIOPSY GRANULOMA <S> NON CASEATING,1e-05,4,11110.999999960035,0.900008100153903
704,"192, 1005",GASTROINTESTINAL SARCOIDOSIS,COLONOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,1e-05,4,1010.0909090906741,0.9000891097129587
705,"192, 1012",GASTROINTESTINAL SARCOIDOSIS,COLONOSCOPY MULTIPLE NODULAR FILLING DEFECT <S>,1e-05,4,1010.0909090861431,0.9900098011950438
706,"192, 1300",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,1e-05,4,11110.999999960035,0.900008100153903
707,"192, 1307",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGOSCOPY DISTAL NARROWING,1e-05,4,1010.0909090906741,0.9000891097129587
708,"192, 1311",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGOSCOPY INTRINSIC FILLING DEFECT,1e-05,5,1010.0909090906741,0.9000891097129587
709,"192, 1317",GASTROINTESTINAL SARCOIDOSIS,ESOPHAGOSCOPY STRICTURE,1e-05,4,1010.0909090906741,0.9000891097129587
710,"192, 1983",GASTROINTESTINAL SARCOIDOSIS,INTESTINE <SMALL> BIOPSY GRANULOMA <S> NON CASEATING,1e-05,4,11110.999999960035,0.900008100153903
711,"192, 2256",GASTROINTESTINAL SARCOIDOSIS,KVEIM TEST POSITIVE,1e-05,5,1010.0909090906741,0.9000891097129587
712,"192, 3716",GASTROINTESTINAL SARCOIDOSIS,STOMACH ENDOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,1e-05,5,299997.00000780256,0.5000008333430557
713,"189, 198",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,AGE 16 TO 25,1e-05,3,,
714,"189, 199",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,AGE 26 TO 55,1e-05,3,,
715,"189, 200",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,AGE GTR THAN 55,1e-05,3,,
716,"189, 1889",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMATEMESIS HX,1e-05,3,1010.0909090906741,0.9000891097129587
717,"189, 3304",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,SEX FEMALE,1e-05,3,,
718,"189, 3305",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,SEX MALE,1e-05,3,,
719,"189, 4061",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,WEIGHT LOSS GTR THAN 10 PERCENT,1e-05,3,,
720,"189, 56",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN CHRONIC,1e-05,3,1010.0909090909007,0.5002476250506506
721,"189, 58",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN EPIGASTRIUM,1e-05,3,1010.0909090909007,0.5002476250506506
722,"189, 75",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN NON COLICKY,1e-05,3,1010.0909090909007,0.5002476250506506
723,"189, 78",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN PRESENT,1e-05,2,,
724,"189, 248",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ANOREXIA,1e-05,1,,
725,"189, 4022",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,VOMITING RECENT,1e-05,2,,
726,"189, 102",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN TENDERNESS EPIGASTRIUM <NON HEPATIC>,1e-05,3,1010.0909090906741,0.9000891097129587
727,"189, 108",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN TENDERNESS PRESENT,1e-05,2,,
728,"189, 1512",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,FECES GUAIAC TEST POSITIVE,1e-05,3,1010.0909090909762,0.250185764788003
729,"189, 3688",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ACIDITY AFTER PENTAGASTRIN 30 TO 40 MEQ PER HOUR,1e-05,3,1010.0909090906741,0.9000891097129587
730,"189, 3711",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH BARIUM MEAL RUGAE ENLARGED,1e-05,3,11111.000000001153,0.0
731,"189, 3720",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ENDOSCOPY DIFFUSE INFLAMMATION,1e-05,2,1010.0909090906741,0.9000891097129587
732,"189, 63",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN EPIGASTRIUM UNRELIEVED BY ANTACID,1e-05,3,1010.0909090909007,0.5002476250506506
733,"189, 68",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ABDOMEN PAIN EXACERBATION WITH FOOD,1e-05,2,1010.0909090909007,0.5002476250506506
734,"189, 3448",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,SKIN PALLOR GENERALIZED,1e-05,2,,
735,"189, 4019",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,VOMITING COFFEE GROUND,1e-05,3,1010.0909090906741,0.9000891097129587
736,"189, 1891",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMATOCRIT BLOOD LESS THAN 35,1e-05,3,1010.0909090906741,0.9000891097129587
737,"189, 1897",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMOGLOBIN BLOOD LESS THAN 12,1e-05,3,1010.0909090906741,0.9000891097129587
738,"189, 1892",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMATOCRIT BLOOD RAPID DECREASE,1e-05,5,1010.0909090861431,0.9900098011950438
739,"189, 3128",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,RACE WHITE <CAUCASIAN>,1e-05,2,,
740,"189, 1887",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMATEMESIS AFTER FORCEFUL VOMITING,1e-05,4,1010.0909090861431,0.9900098011950438
741,"189, 1904",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMORRHAGE GASTROINTESTINAL ACUTE RECENT HX,1e-05,3,1010.0909090861431,0.9900098011950438
742,"189, 1021",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,CONJUNCTIVA AND/OR MOUTH PALLOR,1e-05,2,1010.0909090906741,0.9000891097129587
743,"189, 1495",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,FECES BLACK TARRY,1e-05,4,1010.0909090906741,0.9000891097129587
744,"189, 1888",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,HEMATEMESIS GROSS,1e-05,4,1010.0909090906741,0.9000891097129587
745,"189, 205",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,ALBUMIN SERUM LESS THAN 3 GRAM <S> PER DL,1e-05,3,1010.0909090906741,0.9000891097129587
746,"189, 3690",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ACIDITY AFTER PENTAGASTRIN PH GTR THAN 6,1e-05,3,1010.0909090909007,0.5002476250506506
747,"189, 3698",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ASPIRATE GROSS BLOOD,1e-05,3,1010.0909090906741,0.9000891097129587
748,"189, 3728",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ENDOSCOPY RUGAE ENLARGED,1e-05,3,11111.000000001153,0.0
749,"189, 1152",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,DIARRHEA CHRONIC,1e-05,3,1010.0909090906741,0.9000891097129587
750,"189, 3729",GASTRITIS GIANT HYPERTROPHIC <MENETRIERS>,STOMACH ENDOSCOPY RUGAE ENLARGED AFTER AIR INSUFFLATION,1e-05,4,299996.99999781075,0.0
